Customer,Product,Month,Year,Date,Sales,Financial Year
Customer 1,Product 3,June,2021,01-Jun-21,,2021-2022
Customer 1,Product 3,July,2021,01-Jul-21,,2021-2022
Customer 1,Product 3,August,2021,01-Aug-21,,2021-2022
Customer 1,Product 3,September,2021,01-Sep-21,,2021-2022
Customer 1,Product 3,October,2021,01-Oct-21,,2021-2022
Customer 1,Product 3,November,2021,01-Nov-21,,2021-2022
Customer 1,Product 3,December,2021,01-Dec-21,,2021-2022
Customer 1,Product 2,April,2021,01-Apr-21,,2021-2022
Customer 1,Product 2,August,2021,01-Aug-21,,2021-2022
Customer 1,Product 2,September,2021,01-Sep-21,,2021-2022
Customer 1,Product 2,October,2021,01-Oct-21,,2021-2022
Customer 1,Product 2,November,2021,01-Nov-21,,2021-2022
Customer 1,Product 2,December,2021,01-Dec-21,,2021-2022
Customer 1,Product 4,April,2021,01-Apr-21,,2021-2022
Customer 1,Product 4,September,2021,01-Sep-21,,2021-2022
Customer 8,Product 2,May,2021,01-May-21,,2021-2022
Customer 8,Product 2,July,2021,01-Jul-21,,2021-2022
Customer 8,Product 2,September,2021,01-Sep-21,,2021-2022
Customer 8,Product 2,October,2021,01-Oct-21,,2021-2022
Customer 8,Product 2,November,2021,01-Nov-21,,2021-2022
Customer 8,Product 2,December,2021,01-Dec-21,,2021-2022
Customer 13,Product 2,May,2021,01-May-21,,2021-2022
Customer 13,Product 2,June,2021,01-Jun-21,,2021-2022
Customer 13,Product 2,July,2021,01-Jul-21,,2021-2022
Customer 13,Product 2,September,2021,01-Sep-21,,2021-2022
Customer 14,Product 9,April,2021,01-Apr-21,,2021-2022
Customer 14,Product 2,April,2021,01-Apr-21,,2021-2022
Customer 14,Product 2,July,2021,01-Jul-21,,2021-2022
Customer 14,Product 2,October,2021,01-Oct-21,,2021-2022
Customer 14,Product 2,November,2021,01-Nov-21,,2021-2022
Customer 14,Product 4,April,2021,01-Apr-21,,2021-2022
Customer 14,Product 10,March,2022,01-Mar-22,,2021-2022
Customer 14,Product 10,April,2021,01-Apr-21,,2021-2022
Customer 14,Product 10,November,2021,01-Nov-21,,2021-2022
Customer 9,Product 3,March,2023,01-Mar-23,,2022-2023
Customer 9,Product 3,April,2022,01-Apr-22,,2022-2023
Customer 9,Product 3,May,2022,01-May-22,,2022-2023
Customer 9,Product 3,June,2022,01-Jun-22,,2022-2023
Customer 9,Product 3,August,2022,01-Aug-22,,2022-2023
Customer 9,Product 3,October,2022,01-Oct-22,,2022-2023
Customer 9,Product 2,April,2022,01-Apr-22,,2022-2023
Customer 9,Product 2,June,2022,01-Jun-22,,2022-2023
Customer 9,Product 2,October,2022,01-Oct-22,,2022-2023
Customer 6,Product 3,April,2022,01-Apr-22,,2022-2023
Customer 6,Product 3,May,2022,01-May-22,,2022-2023
Customer 6,Product 2,April,2022,01-Apr-22,,2022-2023
Customer 6,Product 2,September,2022,01-Sep-22,,2022-2023
Customer 6,Product 2,October,2022,01-Oct-22,,2022-2023
Customer 6,Product 10,April,2022,01-Apr-22,,2022-2023
Customer 2,Product 3,April,2022,01-Apr-22,,2022-2023
Customer 2,Product 3,May,2022,01-May-22,,2022-2023
Customer 2,Product 3,June,2022,01-Jun-22,,2022-2023
Customer 2,Product 2,October,2022,01-Oct-22,,2022-2023
Customer 2,Product 10,February,2023,01-Feb-23,,2022-2023
Customer 7,Product 3,April,2022,01-Apr-22,,2022-2023
Customer 7,Product 3,May,2022,01-May-22,,2022-2023
Customer 7,Product 3,June,2022,01-Jun-22,,2022-2023
Customer 7,Product 3,October,2022,01-Oct-22,,2022-2023
Customer 7,Product 3,November,2022,01-Nov-22,,2022-2023
Customer 7,Product 4,February,2023,01-Feb-23,,2022-2023
Customer 7,Product 4,April,2022,01-Apr-22,,2022-2023
Customer 7,Product 4,May,2022,01-May-22,,2022-2023
Customer 7,Product 4,June,2022,01-Jun-22,,2022-2023
Customer 7,Product 4,July,2022,01-Jul-22,,2022-2023
Customer 7,Product 4,August,2022,01-Aug-22,,2022-2023
Customer 7,Product 4,September,2022,01-Sep-22,,2022-2023
Customer 7,Product 4,October,2022,01-Oct-22,,2022-2023
Customer 7,Product 4,November,2022,01-Nov-22,,2022-2023
Customer 7,Product 4,December,2022,01-Dec-22,,2022-2023
Customer 1,Product 3,May,2022,01-May-22,,2022-2023
Customer 1,Product 3,August,2022,01-Aug-22,,2022-2023
Customer 1,Product 3,September,2022,01-Sep-22,,2022-2023
Customer 1,Product 2,August,2022,01-Aug-22,,2022-2023
Customer 1,Product 2,October,2022,01-Oct-22,,2022-2023
Customer 1,Product 2,November,2022,01-Nov-22,,2022-2023
Customer 8,Product 3,April,2022,01-Apr-22,,2022-2023
Customer 8,Product 3,May,2022,01-May-22,,2022-2023
Customer 8,Product 9,April,2022,01-Apr-22,,2022-2023
Customer 8,Product 9,June,2022,01-Jun-22,,2022-2023
Customer 8,Product 9,August,2022,01-Aug-22,,2022-2023
Customer 8,Product 9,September,2022,01-Sep-22,,2022-2023
Customer 8,Product 9,October,2022,01-Oct-22,,2022-2023
Customer 8,Product 2,April,2022,01-Apr-22,,2022-2023
Customer 8,Product 2,June,2022,01-Jun-22,,2022-2023
Customer 8,Product 2,August,2022,01-Aug-22,,2022-2023
Customer 8,Product 2,September,2022,01-Sep-22,,2022-2023
Customer 8,Product 2,October,2022,01-Oct-22,,2022-2023
Customer 8,Product 10,April,2022,01-Apr-22,,2022-2023
Customer 13,Product 3,February,2023,01-Feb-23,,2022-2023
Customer 13,Product 3,March,2023,01-Mar-23,,2022-2023
Customer 13,Product 3,April,2022,01-Apr-22,,2022-2023
Customer 13,Product 3,May,2022,01-May-22,,2022-2023
Customer 13,Product 3,September,2022,01-Sep-22,,2022-2023
Customer 13,Product 3,October,2022,01-Oct-22,,2022-2023
Customer 13,Product 3,November,2022,01-Nov-22,,2022-2023
Customer 13,Product 2,March,2023,01-Mar-23,,2022-2023
Customer 13,Product 2,June,2022,01-Jun-22,,2022-2023
Customer 13,Product 2,July,2022,01-Jul-22,,2022-2023
Customer 13,Product 2,November,2022,01-Nov-22,,2022-2023
Customer 13,Product 10,November,2022,01-Nov-22,,2022-2023
Customer 14,Product 9,July,2022,01-Jul-22,,2022-2023
Customer 14,Product 9,August,2022,01-Aug-22,,2022-2023
Customer 14,Product 2,January,2023,01-Jan-23,,2022-2023
Customer 14,Product 2,February,2023,01-Feb-23,,2022-2023
Customer 14,Product 2,March,2023,01-Mar-23,,2022-2023
Customer 14,Product 2,June,2022,01-Jun-22,,2022-2023
Customer 14,Product 2,July,2022,01-Jul-22,,2022-2023
Customer 14,Product 2,August,2022,01-Aug-22,,2022-2023
Customer 14,Product 2,September,2022,01-Sep-22,,2022-2023
Customer 14,Product 2,October,2022,01-Oct-22,,2022-2023
Customer 14,Product 2,November,2022,01-Nov-22,,2022-2023
Customer 14,Product 2,December,2022,01-Dec-22,,2022-2023
Customer 14,Product 4,April,2022,01-Apr-22,,2022-2023
Customer 14,Product 4,July,2022,01-Jul-22,,2022-2023
Customer 14,Product 4,August,2022,01-Aug-22,,2022-2023
Customer 14,Product 10,January,2023,01-Jan-23,,2022-2023
Customer 14,Product 10,February,2023,01-Feb-23,,2022-2023
Customer 14,Product 10,April,2022,01-Apr-22,,2022-2023
Customer 14,Product 10,May,2022,01-May-22,,2022-2023
Customer 14,Product 10,June,2022,01-Jun-22,,2022-2023
Customer 14,Product 10,July,2022,01-Jul-22,,2022-2023
Customer 14,Product 10,August,2022,01-Aug-22,,2022-2023
Customer 14,Product 10,November,2022,01-Nov-22,,2022-2023
Customer 9,Product 5,April,2021,01-Apr-21,,2021-2022
Customer 9,Product 5,May,2021,01-May-21,,2021-2022
Customer 11,Product 5,April,2021,01-Apr-21,,2021-2022
Customer 11,Product 5,May,2021,01-May-21,,2021-2022
Customer 12,Product 5,April,2021,01-Apr-21,,2021-2022
Customer 12,Product 5,May,2021,01-May-21,,2021-2022
Customer 12,Product 5,August,2021,01-Aug-21,,2021-2022
Customer 12,Product 5,November,2021,01-Nov-21,,2021-2022
Customer 7,Product 5,February,2022,01-Feb-22,,2021-2022
Customer 7,Product 5,April,2021,01-Apr-21,,2021-2022
Customer 7,Product 5,May,2021,01-May-21,,2021-2022
Customer 7,Product 5,June,2021,01-Jun-21,,2021-2022
Customer 7,Product 5,July,2021,01-Jul-21,,2021-2022
Customer 7,Product 5,August,2021,01-Aug-21,,2021-2022
Customer 7,Product 5,September,2021,01-Sep-21,,2021-2022
Customer 7,Product 5,October,2021,01-Oct-21,,2021-2022
Customer 7,Product 5,November,2021,01-Nov-21,,2021-2022
Customer 10,Product 5,April,2021,01-Apr-21,,2021-2022
Customer 10,Product 5,May,2021,01-May-21,,2021-2022
Customer 10,Product 5,June,2021,01-Jun-21,,2021-2022
Customer 8,Product 5,April,2021,01-Apr-21,,2021-2022
Customer 8,Product 5,May,2021,01-May-21,,2021-2022
Customer 8,Product 5,November,2021,01-Nov-21,,2021-2022
Customer 8,Product 5,December,2021,01-Dec-21,,2021-2022
Customer 8,Product 5,April,2021,01-Apr-21,,2021-2022
Customer 8,Product 5,May,2021,01-May-21,,2021-2022
Customer 8,Product 5,June,2021,01-Jun-21,,2021-2022
Customer 8,Product 5,July,2021,01-Jul-21,,2021-2022
Customer 8,Product 5,August,2021,01-Aug-21,,2021-2022
Customer 8,Product 5,September,2021,01-Sep-21,,2021-2022
Customer 8,Product 5,November,2021,01-Nov-21,,2021-2022
Customer 13,Product 5,April,2021,01-Apr-21,,2021-2022
Customer 13,Product 5,May,2021,01-May-21,,2021-2022
Customer 14,Product 5,April,2021,01-Apr-21,,2021-2022
Customer 9,Product 5,April,2022,01-Apr-22,,2022-2023
Customer 6,Product 5,May,2022,01-May-22,,2022-2023
Customer 6,Product 5,June,2022,01-Jun-22,,2022-2023
Customer 6,Product 5,August,2022,01-Aug-22,,2022-2023
Customer 6,Product 5,December,2022,01-Dec-22,,2022-2023
Customer 2,Product 5,May,2022,01-May-22,,2022-2023
Customer 2,Product 5,July,2022,01-Jul-22,,2022-2023
Customer 7,Product 5,April,2022,01-Apr-22,,2022-2023
Customer 7,Product 5,May,2022,01-May-22,,2022-2023
Customer 7,Product 5,June,2022,01-Jun-22,,2022-2023
Customer 7,Product 5,July,2022,01-Jul-22,,2022-2023
Customer 7,Product 5,September,2022,01-Sep-22,,2022-2023
Customer 7,Product 5,October,2022,01-Oct-22,,2022-2023
Customer 7,Product 5,November,2022,01-Nov-22,,2022-2023
Customer 7,Product 5,December,2022,01-Dec-22,,2022-2023
Customer 10,Product 5,February,2023,01-Feb-23,,2022-2023
Customer 10,Product 5,May,2022,01-May-22,,2022-2023
Customer 10,Product 5,August,2022,01-Aug-22,,2022-2023
Customer 10,Product 5,October,2022,01-Oct-22,,2022-2023
Customer 10,Product 5,November,2022,01-Nov-22,,2022-2023
Customer 10,Product 5,December,2022,01-Dec-22,,2022-2023
Customer 8,Product 5,April,2022,01-Apr-22,,2022-2023
Customer 8,Product 5,May,2022,01-May-22,,2022-2023
Customer 13,Product 5,January,2023,01-Jan-23,,2022-2023
Customer 13,Product 5,April,2022,01-Apr-22,,2022-2023
Customer 14,Product 5,February,2023,01-Feb-23,,2022-2023
Customer 14,Product 5,April,2022,01-Apr-22,,2022-2023
Customer 14,Product 5,May,2022,01-May-22,,2022-2023
Customer 14,Product 5,June,2022,01-Jun-22,,2022-2023
Customer 14,Product 5,July,2022,01-Jul-22,,2022-2023
Customer 14,Product 5,August,2022,01-Aug-22,,2022-2023
Customer 14,Product 5,September,2022,01-Sep-22,,2022-2023
Customer 14,Product 5,November,2022,01-Nov-22,,2022-2023
Customer 14,Product 5,December,2022,01-Dec-22,,2022-2023
Customer 9,Product 6,January,2022,01-Jan-22,,2021-2022
Customer 9,Product 6,February,2022,01-Feb-22,,2021-2022
Customer 9,Product 6,July,2021,01-Jul-21,,2021-2022
Customer 9,Product 6,September,2021,01-Sep-21,,2021-2022
Customer 9,Product 6,November,2021,01-Nov-21,,2021-2022
Customer 11,Product 6,November,2021,01-Nov-21,,2021-2022
Customer 11,Product 6,December,2021,01-Dec-21,,2021-2022
Customer 12,Product 6,February,2022,01-Feb-22,,2021-2022
Customer 12,Product 6,April,2021,01-Apr-21,,2021-2022
Customer 12,Product 6,May,2021,01-May-21,,2021-2022
Customer 12,Product 6,June,2021,01-Jun-21,,2021-2022
Customer 12,Product 6,August,2021,01-Aug-21,,2021-2022
Customer 12,Product 6,November,2021,01-Nov-21,,2021-2022
Customer 12,Product 6,December,2021,01-Dec-21,,2021-2022
Customer 2,Product 6,January,2022,01-Jan-22,,2021-2022
Customer 2,Product 6,April,2021,01-Apr-21,,2021-2022
Customer 2,Product 6,September,2021,01-Sep-21,,2021-2022
Customer 2,Product 6,November,2021,01-Nov-21,,2021-2022
Customer 2,Product 6,December,2021,01-Dec-21,,2021-2022
Customer 7,Product 6,February,2022,01-Feb-22,,2021-2022
Customer 7,Product 6,April,2021,01-Apr-21,,2021-2022
Customer 7,Product 6,May,2021,01-May-21,,2021-2022
Customer 7,Product 6,June,2021,01-Jun-21,,2021-2022
Customer 7,Product 6,August,2021,01-Aug-21,,2021-2022
Customer 7,Product 6,October,2021,01-Oct-21,,2021-2022
Customer 10,Product 6,January,2022,01-Jan-22,,2021-2022
Customer 10,Product 6,February,2022,01-Feb-22,,2021-2022
Customer 10,Product 6,March,2022,01-Mar-22,,2021-2022
Customer 10,Product 6,April,2021,01-Apr-21,,2021-2022
Customer 10,Product 6,May,2021,01-May-21,,2021-2022
Customer 10,Product 6,June,2021,01-Jun-21,,2021-2022
Customer 10,Product 6,July,2021,01-Jul-21,,2021-2022
Customer 10,Product 6,August,2021,01-Aug-21,,2021-2022
Customer 10,Product 6,September,2021,01-Sep-21,,2021-2022
Customer 10,Product 6,November,2021,01-Nov-21,,2021-2022
Customer 1,Product 6,January,2022,01-Jan-22,,2021-2022
Customer 1,Product 6,March,2022,01-Mar-22,,2021-2022
Customer 1,Product 6,April,2021,01-Apr-21,,2021-2022
Customer 1,Product 6,June,2021,01-Jun-21,,2021-2022
Customer 1,Product 6,September,2021,01-Sep-21,,2021-2022
Customer 1,Product 6,November,2021,01-Nov-21,,2021-2022
Customer 13,Product 6,February,2022,01-Feb-22,,2021-2022
Customer 13,Product 6,April,2021,01-Apr-21,,2021-2022
Customer 13,Product 6,May,2021,01-May-21,,2021-2022
Customer 13,Product 6,November,2021,01-Nov-21,,2021-2022
Customer 14,Product 6,January,2022,01-Jan-22,,2021-2022
Customer 14,Product 6,February,2022,01-Feb-22,,2021-2022
Customer 14,Product 6,March,2022,01-Mar-22,,2021-2022
Customer 14,Product 6,April,2021,01-Apr-21,,2021-2022
Customer 14,Product 6,July,2021,01-Jul-21,,2021-2022
Customer 14,Product 6,August,2021,01-Aug-21,,2021-2022
Customer 14,Product 6,October,2021,01-Oct-21,,2021-2022
Customer 14,Product 6,November,2021,01-Nov-21,,2021-2022
Customer 9,Product 6,January,2023,01-Jan-23,,2022-2023
Customer 9,Product 6,April,2022,01-Apr-22,,2022-2023
Customer 9,Product 6,May,2022,01-May-22,,2022-2023
Customer 9,Product 6,July,2022,01-Jul-22,,2022-2023
Customer 9,Product 6,August,2022,01-Aug-22,,2022-2023
Customer 9,Product 6,September,2022,01-Sep-22,,2022-2023
Customer 9,Product 6,October,2022,01-Oct-22,,2022-2023
Customer 6,Product 6,February,2023,01-Feb-23,,2022-2023
Customer 6,Product 6,April,2022,01-Apr-22,,2022-2023
Customer 6,Product 6,August,2022,01-Aug-22,,2022-2023
Customer 6,Product 6,October,2022,01-Oct-22,,2022-2023
Customer 6,Product 6,November,2022,01-Nov-22,,2022-2023
Customer 6,Product 6,December,2022,01-Dec-22,,2022-2023
Customer 2,Product 6,January,2023,01-Jan-23,,2022-2023
Customer 2,Product 6,February,2023,01-Feb-23,,2022-2023
Customer 2,Product 6,April,2022,01-Apr-22,,2022-2023
Customer 2,Product 6,August,2022,01-Aug-22,,2022-2023
Customer 7,Product 6,April,2022,01-Apr-22,,2022-2023
Customer 7,Product 6,June,2022,01-Jun-22,,2022-2023
Customer 7,Product 6,August,2022,01-Aug-22,,2022-2023
Customer 7,Product 6,December,2022,01-Dec-22,,2022-2023
Customer 1,Product 6,January,2023,01-Jan-23,,2022-2023
Customer 1,Product 6,March,2023,01-Mar-23,,2022-2023
Customer 1,Product 6,April,2022,01-Apr-22,,2022-2023
Customer 1,Product 6,June,2022,01-Jun-22,,2022-2023
Customer 1,Product 6,August,2022,01-Aug-22,,2022-2023
Customer 1,Product 6,September,2022,01-Sep-22,,2022-2023
Customer 1,Product 6,November,2022,01-Nov-22,,2022-2023
Customer 1,Product 6,December,2022,01-Dec-22,,2022-2023
Customer 8,Product 6,April,2022,01-Apr-22,,2022-2023
Customer 8,Product 6,May,2022,01-May-22,,2022-2023
Customer 13,Product 6,February,2023,01-Feb-23,,2022-2023
Customer 13,Product 6,April,2022,01-Apr-22,,2022-2023
Customer 13,Product 6,May,2022,01-May-22,,2022-2023
Customer 13,Product 6,October,2022,01-Oct-22,,2022-2023
Customer 13,Product 6,November,2022,01-Nov-22,,2022-2023
Customer 14,Product 6,January,2023,01-Jan-23,,2022-2023
Customer 14,Product 6,February,2023,01-Feb-23,,2022-2023
Customer 14,Product 6,March,2023,01-Mar-23,,2022-2023
Customer 14,Product 6,April,2022,01-Apr-22,,2022-2023
Customer 14,Product 6,May,2022,01-May-22,,2022-2023
Customer 14,Product 6,June,2022,01-Jun-22,,2022-2023
Customer 14,Product 6,July,2022,01-Jul-22,,2022-2023
Customer 14,Product 6,August,2022,01-Aug-22,,2022-2023
Customer 14,Product 6,October,2022,01-Oct-22,,2022-2023
Customer 14,Product 6,November,2022,01-Nov-22,,2022-2023
Customer 14,Product 6,December,2022,01-Dec-22,,2022-2023
Customer 9,Product 2,January,2022,01-Jan-22,986475,2021-2022
Customer 9,Product 2,February,2022,01-Feb-22,1498622,2021-2022
Customer 9,Product 2,March,2022,01-Mar-22,2997646,2021-2022
Customer 9,Product 2,April,2021,01-Apr-21,904668,2021-2022
Customer 9,Product 2,May,2021,01-May-21,279832,2021-2022
Customer 9,Product 2,July,2021,01-Jul-21,243819,2021-2022
Customer 9,Product 2,August,2021,01-Aug-21,36380,2021-2022
Customer 9,Product 2,September,2021,01-Sep-21,255135,2021-2022
Customer 9,Product 2,October,2021,01-Oct-21,24238,2021-2022
Customer 9,Product 2,November,2021,01-Nov-21,368883,2021-2022
Customer 12,Product 2,March,2022,01-Mar-22,1933630,2021-2022
Customer 12,Product 2,April,2021,01-Apr-21,1116351,2021-2022
Customer 12,Product 2,May,2021,01-May-21,52515,2021-2022
Customer 12,Product 2,June,2021,01-Jun-21,284003,2021-2022
Customer 12,Product 2,August,2021,01-Aug-21,300492,2021-2022
Customer 2,Product 2,January,2022,01-Jan-22,1065572,2021-2022
Customer 2,Product 2,February,2022,01-Feb-22,2976143,2021-2022
Customer 2,Product 2,March,2022,01-Mar-22,3845881,2021-2022
Customer 2,Product 2,May,2021,01-May-21,99337,2021-2022
Customer 2,Product 2,June,2021,01-Jun-21,388461,2021-2022
Customer 2,Product 2,August,2021,01-Aug-21,119766,2021-2022
Customer 2,Product 2,September,2021,01-Sep-21,30876,2021-2022
Customer 2,Product 2,October,2021,01-Oct-21,25282,2021-2022
Customer 2,Product 2,November,2021,01-Nov-21,40396,2021-2022
Customer 2,Product 2,December,2021,01-Dec-21,706181,2021-2022
Customer 1,Product 2,January,2022,01-Jan-22,5055,2021-2022
Customer 1,Product 2,February,2022,01-Feb-22,64283,2021-2022
Customer 1,Product 2,March,2022,01-Mar-22,40904,2021-2022
Customer 1,Product 2,May,2021,01-May-21,5646,2021-2022
Customer 1,Product 2,June,2021,01-Jun-21,5301,2021-2022
Customer 1,Product 2,July,2021,01-Jul-21,4642,2021-2022
Customer 8,Product 2,January,2022,01-Jan-22,379159,2021-2022
Customer 8,Product 2,February,2022,01-Feb-22,840410,2021-2022
Customer 8,Product 2,March,2022,01-Mar-22,4558623,2021-2022
Customer 8,Product 2,April,2021,01-Apr-21,763014,2021-2022
Customer 8,Product 2,June,2021,01-Jun-21,59026,2021-2022
Customer 8,Product 2,August,2021,01-Aug-21,123434,2021-2022
Customer 13,Product 2,January,2022,01-Jan-22,215301,2021-2022
Customer 13,Product 2,February,2022,01-Feb-22,250694,2021-2022
Customer 13,Product 2,March,2022,01-Mar-22,818605,2021-2022
Customer 13,Product 2,April,2021,01-Apr-21,465621,2021-2022
Customer 13,Product 2,August,2021,01-Aug-21,10347,2021-2022
Customer 13,Product 2,October,2021,01-Oct-21,36286,2021-2022
Customer 13,Product 2,November,2021,01-Nov-21,742216,2021-2022
Customer 13,Product 2,December,2021,01-Dec-21,198580,2021-2022
Customer 14,Product 2,January,2022,01-Jan-22,420642,2021-2022
Customer 14,Product 2,February,2022,01-Feb-22,1095782,2021-2022
Customer 14,Product 2,March,2022,01-Mar-22,1234925,2021-2022
Customer 14,Product 2,May,2021,01-May-21,862,2021-2022
Customer 14,Product 2,June,2021,01-Jun-21,48664,2021-2022
Customer 14,Product 2,August,2021,01-Aug-21,79434,2021-2022
Customer 14,Product 2,September,2021,01-Sep-21,12615,2021-2022
Customer 14,Product 2,December,2021,01-Dec-21,126221,2021-2022
Customer 9,Product 2,January,2023,01-Jan-23,331250,2022-2023
Customer 9,Product 2,February,2023,01-Feb-23,1458815,2022-2023
Customer 9,Product 2,March,2023,01-Mar-23,2568946,2022-2023
Customer 9,Product 2,May,2022,01-May-22,43940,2022-2023
Customer 9,Product 2,July,2022,01-Jul-22,129056,2022-2023
Customer 9,Product 2,August,2022,01-Aug-22,43467,2022-2023
Customer 9,Product 2,September,2022,01-Sep-22,34065,2022-2023
Customer 9,Product 2,November,2022,01-Nov-22,54225,2022-2023
Customer 9,Product 2,December,2022,01-Dec-22,208235,2022-2023
Customer 3,Product 2,March,2023,01-Mar-23,16737,2022-2023
Customer 6,Product 2,January,2023,01-Jan-23,1008293,2022-2023
Customer 6,Product 2,February,2023,01-Feb-23,644585,2022-2023
Customer 6,Product 2,March,2023,01-Mar-23,1817922,2022-2023
Customer 6,Product 2,May,2022,01-May-22,156483,2022-2023
Customer 6,Product 2,June,2022,01-Jun-22,755710,2022-2023
Customer 6,Product 2,July,2022,01-Jul-22,95136,2022-2023
Customer 6,Product 2,August,2022,01-Aug-22,79738,2022-2023
Customer 6,Product 2,November,2022,01-Nov-22,121172,2022-2023
Customer 6,Product 2,December,2022,01-Dec-22,2756593,2022-2023
Customer 2,Product 2,January,2023,01-Jan-23,103913,2022-2023
Customer 2,Product 2,February,2023,01-Feb-23,531689,2022-2023
Customer 2,Product 2,March,2023,01-Mar-23,2317579,2022-2023
Customer 2,Product 2,April,2022,01-Apr-22,38695,2022-2023
Customer 2,Product 2,May,2022,01-May-22,210911,2022-2023
Customer 2,Product 2,June,2022,01-Jun-22,66335,2022-2023
Customer 2,Product 2,July,2022,01-Jul-22,56284,2022-2023
Customer 2,Product 2,August,2022,01-Aug-22,176043,2022-2023
Customer 2,Product 2,September,2022,01-Sep-22,87460,2022-2023
Customer 2,Product 2,November,2022,01-Nov-22,700580,2022-2023
Customer 2,Product 2,December,2022,01-Dec-22,3620685,2022-2023
Customer 1,Product 2,January,2023,01-Jan-23,126184,2022-2023
Customer 1,Product 2,February,2023,01-Feb-23,908279,2022-2023
Customer 1,Product 2,March,2023,01-Mar-23,89900,2022-2023
Customer 1,Product 2,April,2022,01-Apr-22,238126,2022-2023
Customer 1,Product 2,May,2022,01-May-22,358913,2022-2023
Customer 1,Product 2,June,2022,01-Jun-22,520219,2022-2023
Customer 1,Product 2,July,2022,01-Jul-22,173633,2022-2023
Customer 1,Product 2,September,2022,01-Sep-22,32990,2022-2023
Customer 1,Product 2,December,2022,01-Dec-22,63181,2022-2023
Customer 8,Product 2,January,2023,01-Jan-23,974683,2022-2023
Customer 8,Product 2,February,2023,01-Feb-23,2273366,2022-2023
Customer 8,Product 2,March,2023,01-Mar-23,3193946,2022-2023
Customer 8,Product 2,May,2022,01-May-22,106472,2022-2023
Customer 8,Product 2,July,2022,01-Jul-22,57893,2022-2023
Customer 8,Product 2,November,2022,01-Nov-22,755540,2022-2023
Customer 8,Product 2,December,2022,01-Dec-22,1846904,2022-2023
Customer 13,Product 2,January,2023,01-Jan-23,259860,2022-2023
Customer 13,Product 2,February,2023,01-Feb-23,16253,2022-2023
Customer 13,Product 2,April,2022,01-Apr-22,490001,2022-2023
Customer 13,Product 2,May,2022,01-May-22,35388,2022-2023
Customer 13,Product 2,August,2022,01-Aug-22,46302,2022-2023
Customer 13,Product 2,September,2022,01-Sep-22,5788,2022-2023
Customer 13,Product 2,October,2022,01-Oct-22,208360,2022-2023
Customer 13,Product 2,December,2022,01-Dec-22,2559464,2022-2023
Customer 14,Product 2,April,2022,01-Apr-22,377104,2022-2023
Customer 14,Product 2,May,2022,01-May-22,51594,2022-2023
Customer 1,Product 2,January,2024,01-Jan-24,459277,2023-2024
Customer 1,Product 2,February,2024,01-Feb-24,554732,2023-2024
Customer 1,Product 2,March,2024,01-Mar-24,528914,2023-2024
Customer 1,Product 2,May,2023,01-May-23,377589,2023-2024
Customer 1,Product 2,December,2023,01-Dec-23,260805,2023-2024
Customer 2,Product 2,January,2024,01-Jan-24,1247282,2023-2024
Customer 2,Product 2,February,2024,01-Feb-24,674249,2023-2024
Customer 2,Product 2,March,2024,01-Mar-24,2035838,2023-2024
Customer 2,Product 2,April,2023,01-Apr-23,47591,2023-2024
Customer 2,Product 2,May,2023,01-May-23,185228,2023-2024
Customer 2,Product 2,June,2023,01-Jun-23,121785,2023-2024
Customer 2,Product 2,August,2023,01-Aug-23,47172,2023-2024
Customer 2,Product 2,September,2023,01-Sep-23,148681,2023-2024
Customer 2,Product 2,December,2023,01-Dec-23,283483,2023-2024
Customer 3,Product 2,May,2023,01-May-23,27690,2023-2024
Customer 5,Product 2,April,2023,01-Apr-23,56470,2023-2024
Customer 5,Product 2,September,2023,01-Sep-23,107043,2023-2024
Customer 5,Product 2,October,2023,01-Oct-23,52161,2023-2024
Customer 6,Product 2,January,2024,01-Jan-24,1839806,2023-2024
Customer 6,Product 2,February,2024,01-Feb-24,2771558,2023-2024
Customer 6,Product 2,March,2024,01-Mar-24,2436072,2023-2024
Customer 6,Product 2,May,2023,01-May-23,261258,2023-2024
Customer 6,Product 2,September,2023,01-Sep-23,96191,2023-2024
Customer 6,Product 2,November,2023,01-Nov-23,83639,2023-2024
Customer 6,Product 2,December,2023,01-Dec-23,1244309,2023-2024
Customer 8,Product 2,January,2024,01-Jan-24,1971456,2023-2024
Customer 8,Product 2,February,2024,01-Feb-24,2361076,2023-2024
Customer 8,Product 2,March,2024,01-Mar-24,1906830,2023-2024
Customer 8,Product 2,April,2023,01-Apr-23,2136385,2023-2024
Customer 8,Product 2,May,2023,01-May-23,160905,2023-2024
Customer 8,Product 2,June,2023,01-Jun-23,20864,2023-2024
Customer 8,Product 2,September,2023,01-Sep-23,92699,2023-2024
Customer 8,Product 2,December,2023,01-Dec-23,1190448,2023-2024
Customer 9,Product 2,January,2024,01-Jan-24,512935,2023-2024
Customer 9,Product 2,February,2024,01-Feb-24,39688,2023-2024
Customer 9,Product 2,March,2024,01-Mar-24,2019678,2023-2024
Customer 9,Product 2,May,2023,01-May-23,197281,2023-2024
Customer 9,Product 2,June,2023,01-Jun-23,43906,2023-2024
Customer 9,Product 2,September,2023,01-Sep-23,20411,2023-2024
Customer 9,Product 3,March,2022,01-Mar-22,1429698,2021-2022
Customer 9,Product 3,April,2021,01-Apr-21,1137200,2021-2022
Customer 9,Product 3,May,2021,01-May-21,1220034,2021-2022
Customer 2,Product 3,March,2022,01-Mar-22,2231119,2021-2022
